_unit_id,text_no_rt,predicted_class1,predicted_class2,predicted_where_caution_x,type_of_caution_x,predicted_where_donation,type_of_donation,intention,predicted_where_casuality,infrastructure_or_people
204692304,@rginvalpo it has turned into the main distribution facilkity for #Joplin relief efforts. FEMA and Red Cross are sending ppl there,Informative,"Donations of money, goods or services",,,",ppl","Other, or not specified",Reports that something has been donated/provided/given/done,,
204692305,@MoneyMaknNick we under a tornado watch anyway,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692306,Cell of particular danger is the one above Admore #Oklahoma. Looks like a #tornado on the ground to me. Seek shelter N ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692307,@ntdaily That is NOT breaking news. It's a tornado WARNING. The watch was issued hours ago.,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692308,Tornado watches here now eh? I think there's a twister following @RyanLaFave around.,Informative,Caution and advice,,Other,,,,,
204692309,@Chriscarroll50 @EternalRiteWing @debster7301 Tornado kills 2 in suburban Oklahoma City  Forbes.com: http://onforb.es/lK7Y9y,Informative,Information source,,,,,,,
204692310,You can help us respond in #Joplin &continue our work in other states. Txt REDCROSS to 90999 or online: http://bit.ly/eZJDoJ,Informative,"Donations of money, goods or services",,,,Money,Invites/asks people to donate/provide/give/do something,,
204692311,If you live along the Wise Parker and Tarrant lines take shelter for this possible tornado!,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692312,Apparently a tornado landed less than a mile away from my moms crib..power outages in Norfolk Portsmouth Chesapeake Suffolk...,Personal,Caution and advice,",Norfolk Portsmouth Chesapeake Suffolk",Other,,,,,
204692313,@AfricaBlack hate you too miss Oklahoma tornado titties and use a face as a _/,Personal,Caution and advice,,Other,,,,,
204692314,Whatever you do to help-wear your FCCLA shirt. Great opportunity to share about our Ultimate Leadership organization #FCCLA #Joplin #Tornado,Personal,"Donations of money, goods or services",,,",FCCLA # Joplin # Tornado","Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692315,@Daina_91880 yes yes she did! She found it in a field after the tornado!,Personal,Caution and advice,,Other,,,,,
204692316,Everyone in DFW along and EAST of I-35E and NORTH of I -20 ***MUST heed all warnings promptly. These storms are moving  ...,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692317,Tornado reported 2 miles west of Azle TX. ths is 2 the northwest of Ft. Worth. Radar warning info: http://wxch.nl/jylhCN,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692318,Dayum they taking everybody of the phone cuz of a tornado warning... We had to tell ppl its a tornado an end the call,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692319,tornado warning for denton until 8:15,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692320,@Justsnapd8 @mikethetrucker7 @5sahandful @startrekjunkie @dblloyd74656 Yup! At the last possible second the tornado went north!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692321,David has told me that he has some incredible video of the Shawnee OK tornado from 50-100 yds away.  Will be up as soon as I get it.,Personal,Information source,,,,,,,
204692322,GOP hates women middle class gays & now tornado victims.  I guess the Koch brothers keep writing their scripts. Sh ...,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692323,They say the tornado hitin Saginaw by 8 n in n. Richland hills... I stay in btwn the both,Informative,Caution and advice,,Other,,,,,
204692324,@KARK4News #okwx,Other,,,,,,,,
204692325,This tornado warning thing fucking up the game.,Personal,Unknown,,,,,,,
204692326,Tornado warning?  Crap. #fb,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692327,So worried about my family and friends in Piedmont Okla. #tornado,Personal,Caution and advice,,Other,,,,,
204692328,Important: @Redross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online ... http://tmi.me/aBJZS,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692329,Let's all pray 4 everyone in & around tornado alley that's being affected by that crazy weather...#Yessiirr...,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692330,The tornado passed over moms and g-ma #ireallydislikeOK #thankyouLORD!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692331,New tornado warning issued for Joplin MO.  #prayers,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692332,it's that time of the evening - tornado watch for Denton - again!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692333,@RosiePope Last one already?! Have DVR set we are moving to tornado closet here.,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692334,"@tjholmes another tornado not gonna happen in Joplin...I am """"willing"""" it away...",Personal,Unknown,,,,,,,
204692335,FORTH WORTH & DALLAS IS IN DANGER OF GETTING HIT BY TORNADO.,Informative,Caution and advice,,Other,,,,,
204692336,Just in: Incredible new video footage of a large tornado near Oklahoma City OK - http://t.co/MDDARPS,Informative,Information source,,,,,,,
204692337,@iElliie I wish Ellie gud luck. Be careful for the Tornado Warnings O:,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692338,#Joplin MO If u r in town &gt;&gt;&gt; get the Hell out b4 the storms hit !!!,Informative,Unknown,,,,,,,
204692339,My bud light survived the tornado.. @KerCannon  #drunk,Personal,Caution and advice,,Other,,,,,
204692340,Deadly tornado &gt;&gt;750 people have been treated at hospitals  estimated 1500 people are still unaccounted for http://t.co/cSDLuf6@addthis,Informative,Information source,,,,,,,
204692341,@m_callahan Tornado on the ground in Springtown just west of Azle... Stay alert! It's close... Come to Irving... I have a storm shelter.,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692342,UM THIS TORNADO ALERT INTERRUPTION THING BETTER GET OFF MY TV SO I CAN WATCH AMERICAN IDOL!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692343,My parents are worried about the tornado I'm worried about the Heat vs. Bulls game. #HopeEveryoneStaysSafeTonight!,Personal,Caution and advice,,Other,,,,,
204692344,The GOP should choose a tornado as its 2012 nominee. Those suckers are even scarier than anyone the GOP could put forth. #fearstrategy,Personal,Caution and advice,,Other,,,,,
204692345,We live in tornado alley!So sorry for those in Joplin. Rains have forced open the floodgates of Table Rock Lk.  City is not flooded.,Informative,Unknown,,,,,,,
204692346,I just want to say my kudos to @kfor and @KFORweather for the amazingly detailed tornado tracking by their very skilled team. Stay safe!,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692347,Lady at walgreens is crying. She lost everything. Not even seeing the damage you can still feel the impact on people here.  #Joplin,Personal,Casualties and damage,,,,,,,Other
204692348,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692349,@mandisaofficial I live in Alabama so I appreciate your care for a fellow tornado ravaged area.,Personal,Caution and advice,,Other,,,,,
204692350,Please please please spare #Joplin more storms. They are suffering enough all ready. Have mercy Mother Nature,Personal,Caution and advice,,Other,,,,,
204692351,One Dead After Tornado Ripped Through Twin Cities: MSNBCAt least one person was killed Sunday when a tornado rip... http://bit.ly/mJZUCd,Informative,Information source,,,,,,,
204692352,WHAT TORNADO WARNING IN TEXAS???,Personal,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692353,@m_callahan Tornado on the ground in Springtown just west of Azle... Stay alert! It's close... Come to Irving... I have ...,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692354,expect straight line winds in tulsa along with tornado threat,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692355,I have heard some sad stories about the tornado in Joplin. And It breaks my heart too see the families suffering. #PrayforJoplinMissouri,Personal,Casualties and damage,,,,,,,Other
204692356,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692357,New #Tornado Watch in effect this watch does include #Joplin MO. Oh say it ain't so for these people. This watch i ...,Informative,Unknown,,,,,,,
204692358,Tornado in Denton County TX now reported to be near Lantana. Warning info and radar: http://wxch.nl/laelgs,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692359,A tornado warning for Tarrant...oh joy! Stay alert everyone!!!,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
204692360,Just spoke w/my big brother & my great-nephew both in #Tulsa. Both ok for now but #Oklahoma is flying tonight. #tornado #worry,Personal,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692361,*snip* Also I'd like to dedicate the dance to all of the tornado victims in Joplin MO -- Very Classy!,Personal,"Donations of money, goods or services",,,,"Other, or not specified",Reports that something has been donated/provided/given/done,,
204692362,Important: @Redcross & #Joplin MO needs your help! Txt REDCROSS to 90999 to donate or online help at http://bit.ly/eZJ ...,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692363,Another tornado is scheduled to hit STL... smh and this one is suppose to be worse than the first one!,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692364,We are now under a Tornado Watch until 3am in the KC Metro Area. #KCStorms,Informative,Caution and advice,,Other,,,,,
204692365,NLC is sending relief teams to Joplin to help w/ tornado damage: Fri May 27-Mon May 30. If u can go email Dr Q @ quentinw@newlifechurch.tv,Informative,"Donations of money, goods or services",,,,"Other, or not specified",Invites/asks people to donate/provide/give/do something,,
204692366,Visiting Joplin MO in search of tornado devastation. So far no signs of it.,Personal,Casualties and damage,,,,,,,A tornado sighting/touchdown has been reported
204692367,Shit Was Crazyyy Today  We Was Standin In The Middle Of The Tornado On The Beach !,Personal,Caution and advice,,Other,,,,,
204692368,SEEK SHELTER RT @NBCDFWWeather: Possible tornado approaching Keller Southlake and Colleyville. #txwx,Informative,Caution and advice,,A tornado sighting/touchdown has been reported,,,,,
204692369,please pray for the tornado victims.. PLEASE..,Personal,Unknown,,,,,,,
204692370,Tornado Warning for Dallas County until 8:45pm CDT. For more info: http://bit.ly/lMUsyI,Informative,Caution and advice,,A tornado/thunderstorm warning has been issued or has been lifted,,,,,
